2,2.3941639502950736
3,2.3941639502950736
4,2.3941639502950736
10,2.3941639502950736
13,2.7599942579445242
15,2.3941639502950736
16,2.3941639502950736
18,2.3941639502950736
20,2.3941639502950736
22,2.3941639502950736
34,2.3941639502950736
53,2.7599942579445242
64,2.3941639502950736
65,2.3941639502950736
67,2.3941639502950736
73,2.3941639502950736
78,2.3941639502950736
80,2.3941639502950736
91,2.3941639502950736
96,2.3941639502950736
99,2.7599942579445242
105,2.3941639502950736
111,2.3941639502950736
113,2.3941639502950736
120,2.3941639502950736
122,2.3941639502950736
134,2.7599942579445242
141,2.7599942579445242
149,2.3941639502950736
157,2.3941639502950736
165,2.7599942579445242
179,2.7599942579445242
181,2.3941639502950736
200,2.7599942579445242
202,2.3941639502950736
206,2.3941639502950736
209,2.3941639502950736
211,2.136979893729563
220,2.3941639502950736
224,2.3941639502950736
235,2.3941639502950736
249,2.7599942579445242
252,2.3941639502950736
263,2.7599942579445242
266,2.3941639502950736
270,2.9114820544508566
271,2.7599942579445242
280,2.7599942579445242
284,2.7599942579445242
291,2.3941639502950736
294,2.136979893729563
296,2.3941639502950736
316,2.3941639502950736
319,2.3941639502950736
320,2.7599942579445242
323,2.3941639502950736
328,2.9114820544508566
331,2.136979893729563
337,2.3941639502950736
342,2.3941639502950736
344,2.3941639502950736
348,2.3941639502950736
356,2.3941639502950736
361,2.3941639502950736
362,2.7599942579445242
364,2.3941639502950736
368,2.3941639502950736
373,2.7599942579445242
378,2.3941639502950736
384,2.7599942579445242
385,2.7599942579445242
387,2.3941639502950736
397,2.3941639502950736
398,2.7599942579445242
403,2.3941639502950736
410,2.3941639502950736
425,2.3941639502950736
426,2.3941639502950736
428,2.7599942579445242
452,2.3941639502950736
454,2.7599942579445242
457,2.3941639502950736
460,2.7599942579445242
461,2.3941639502950736
467,2.7599942579445242
483,2.3941639502950736
486,2.7599942579445242
489,2.3941639502950736
490,2.7599942579445242
494,2.3941639502950736
504,2.7599942579445242
505,2.3941639502950736
509,2.3941639502950736
524,2.7599942579445242
538,2.7599942579445242
561,2.7599942579445242
567,2.3941639502950736
568,2.7599942579445242
575,2.7599942579445242
578,2.7599942579445242
585,2.7599942579445242
587,2.3941639502950736
592,2.3941639502950736
593,2.7599942579445242
594,2.3941639502950736
598,2.9114820544508566
599,2.7599942579445242
